datetime,DK1,SYS,SE1,SE2,SE3,SE4,FI,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,TromsÃ¸
2019-08-31,3601.7594086021504,3617.7970430107525,3631.9368279569894,3631.9368279569894,3647.5779569892475,3851.5201612903224,4670.903225806452,3773.1881720430106,3514.9435483870966,3514.440860215054,3515.162634408602,3662.6653225806454,3662.6653225806454,3611.0094086021504
2019-09-30,3388.55,3481.8611111111113,3482.7027777777776,3482.7027777777776,3540.7375,3758.5916666666667,4640.225,3574.1930555555555,3361.9236111111113,3366.320833333333,3361.9666666666667,3455.079166666667,3455.079166666667,3458.0944444444444
2019-10-31,3869.5409395973156,3817.2120805369127,3725.2308724832214,3725.2308724832214,3868.910067114094,4113.476510067114,4440.205369127517,4081.434899328859,3846.591946308725,3844.068456375839,3846.6268456375838,3779.5422818791944,3779.5422818791944,3763.873825503356
2019-11-30,4034.248611111111,4071.429166666667,3961.9791666666665,3961.9791666666665,4009.8805555555555,4105.530555555555,4445.022222222222,4188.4125,4092.320833333333,4091.483333333333,4102.133333333333,3980.5555555555557,3980.5555555555557,3972.616666666667
2019-12-31,3549.3172043010754,3713.135752688172,3540.7083333333335,3540.7083333333335,3570.8387096774195,3629.087365591398,3912.2903225806454,3669.1975806451615,3793.6868279569894,3792.217741935484,3793.6868279569894,3634.5282258064517,3634.5282258064517,3631.6868279569894
2020-01-31,2248.005376344086,1791.7459677419354,1919.1290322580646,1919.1290322580646,2167.662634408602,2520.1290322580644,2767.5940860215055,2572.3884408602153,1717.2083333333333,1715.614247311828,1717.2083333333333,1699.8145161290322,1699.8145161290322,1687.0067204301076
2020-02-29,2200.6609195402298,1132.3477011494253,1411.0186781609195,1411.0186781609195,2035.3290229885058,2267.270114942529,2753.2744252873563,2377.4066091954023,1006.4755747126437,992.971264367816,1007.7413793103449,1162.1695402298851,1162.1695402298851,1144.1939655172414
2020-03-31,1863.5531628532974,857.0457604306864,924.9380888290714,924.9380888290714,1519.3903095558546,1765.8452220726783,2104.419919246299,2099.2032301480485,791.9367429340512,791.2960969044415,792.1588156123822,811.1440107671601,811.1440107671601,788.5491251682369
2020-04-30,1809.9805555555556,773.9333333333333,854.3722222222223,854.3722222222223,1428.4680555555556,1852.4722222222222,2357.5875,2000.1875,675.25,675.1069444444445,674.7486111111111,684.1375,684.1375,667.1
2020-05-31,1796.7983870967741,944.3602150537635,1172.7271505376343,1172.7271505376343,1531.904569892473,1734.2069892473119,2239.4744623655915,2068.858870967742,809.5322580645161,806.9959677419355,808.3467741935484,954.8373655913979,954.8373655913979,929.7943548387096
2020-06-30,2623.476388888889,614.5597222222223,1155.9666666666667,1155.9666666666667,2376.9694444444444,2491.534722222222,2738.072222222222,2987.0416666666665,467.88194444444446,467.88194444444446,466.70416666666665,528.4958333333333,528.4958333333333,489.22777777777776
2020-07-31,2733.9879032258063,580.2325268817204,1019.2822580645161,1019.2822580645161,1224.2244623655913,2453.864247311828,2272.271505376344,2820.5860215053763,453.7231182795699,453.7231182795699,452.627688172043,550.877688172043,550.877688172043,529.8602150537635
2020-08-31,3313.77688172043,1176.9475806451612,2050.2567204301076,2050.8225806451615,3162.9032258064517,3710.7405913978496,3644.8709677419356,3924.005376344086,681.2056451612904,695.5806451612904,655.3333333333334,875.4784946236559,875.4784946236559,800.2163978494624
2020-09-30,3603.8416666666667,1223.4902777777777,2257.1444444444446,2257.1444444444446,2828.902777777778,3200.686111111111,3288.6833333333334,3719.563888888889,825.4388888888889,827.2291666666666,811.9319444444444,759.8722222222223,759.8722222222223,617.4666666666667
2020-10-31,2799.2979865771813,1479.9221476510068,1762.4093959731545,1762.4093959731545,2416.4657718120807,2782.9476510067116,3071.220134228188,2927.938255033557,1450.4496644295302,1452.724832214765,1356.9328859060402,1284.1530201342282,1284.1530201342282,1092.1275167785234
2020-11-30,2349.240277777778,852.3305555555555,986.1972222222222,986.1972222222222,2357.088888888889,3336.848611111111,2959.866666666667,3476.3694444444445,653.6833333333333,655.2680555555555,653.4416666666667,712.65,712.65,674.1875
2020-12-31,2629.4744623655915,1659.4368279569892,1730.0483870967741,1730.0483870967741,2386.3561827956987,2914.6223118279568,3427.5913978494623,3115.3669354838707,1582.5013440860216,1583.0282258064517,1581.2123655913979,1302.396505376344,1302.396505376344,1213.524193548387
