utc_timestamp,DK_load_actual_entsoe_transparency,DK_solar_generation_actual,DK_wind_onshore_generation_actual,DK_price_day_ahead,DK_temperature,DK_radiation_direct_horizontal,DK_radiation_diffuse_horizontal
2014-12-31T23:00:00Z,,,,,3.676,0.0,0.0
2015-01-01T00:00:00Z,,,,,3.983,0.0,0.0
2015-01-01T01:00:00Z,1794.96,,1206.98,16.04,4.273,0.0,0.0
2015-01-01T02:00:00Z,1744.76,,1352.4,14.6,4.563,0.0,0.0
2015-01-01T03:00:00Z,1743.17,,1463.5,14.95,4.674,0.0,0.0
2015-01-01T04:00:00Z,1751.47,0.01,1781.53,14.5,4.635,0.0,0.0
2015-01-01T05:00:00Z,1767.16,0.01,1907.46,10.76,4.724,0.0,0.0
2015-01-01T06:00:00Z,1903.3,0.01,2073.49,12.01,4.918,0.0,0.0
2015-01-01T07:00:00Z,1985.32,0.01,2232.27,12.39,5.125,0.0017,0.1686
2015-01-01T08:00:00Z,2015.15,0.83,2323.74,14.04,5.232,0.1794,11.4613
2015-01-01T09:00:00Z,2101.76,2.65,2350.59,14.68,5.401,0.212,17.8247
2015-01-01T10:00:00Z,2194.32,4.7,2361.67,16.08,5.513,0.297,24.7437
2015-01-01T11:00:00Z,2254.78,4.92,2388.77,16.08,5.629,0.3762,29.2351
2015-01-01T12:00:00Z,2262.84,4.15,2291.87,16.05,5.638,0.2165,20.2118
2015-01-01T13:00:00Z,2233.22,1.46,2159.36,16.04,5.571,0.0681,8.3022
2015-01-01T14:00:00Z,2303.56,0.13,2130.96,16.1,5.447,0.0074,1.0826
2015-01-01T15:00:00Z,2485.56,0.01,2216.18,23.93,5.249,0.0,0.0
2015-01-01T16:00:00Z,2633.11,0.01,2292.76,26.9,5.088,0.0,0.0
2015-01-01T17:00:00Z,2627.42,0.01,2446.89,26.36,4.997,0.0,0.0
2015-01-01T18:00:00Z,2509.84,0.01,2592.94,23.98,4.901,0.0,0.0
2015-01-01T19:00:00Z,2361.39,0.0,2669.92,16.09,4.78,0.0,0.0
2015-01-01T20:00:00Z,2263.14,0.0,2706.49,14.08,4.64,0.0,0.0
2015-01-01T21:00:00Z,2109.71,0.0,2715.06,12.44,4.64,0.0,0.0
2015-01-01T22:00:00Z,1975.92,0.0,2676.76,0.04,4.783,0.0,0.0
2015-01-01T23:00:00Z,1851.58,0.0,2562.87,-12.11,5.01,0.0,0.0
2015-01-02T00:00:00Z,1710.81,0.0,2103.07,-19.63,5.339,0.0,0.0
2015-01-02T01:00:00Z,1682.92,0.0,2076.51,-19.37,5.644,0.0,0.0
2015-01-02T02:00:00Z,1682.42,0.0,2051.76,-31.41,5.999,0.0,0.0
2015-01-02T03:00:00Z,1700.76,0.01,2023.57,-31.41,6.451,0.0,0.0
2015-01-02T04:00:00Z,1773.81,0.01,2107.69,-13.48,7.003,0.0,0.0
2015-01-02T05:00:00Z,2071.35,0.01,2555.7,0.08,7.523,0.0,0.0
2015-01-02T06:00:00Z,2293.78,0.01,2643.39,10.06,7.739,0.0,0.0
2015-01-02T07:00:00Z,2504.23,0.02,2648.72,14.25,7.626,0.0028,0.2055
2015-01-02T08:00:00Z,2568.55,3.04,2621.22,14.56,7.32,0.3866,14.4124
2015-01-02T09:00:00Z,2674.38,22.0,2584.43,14.64,6.771,1.4143,38.0351
2015-01-02T10:00:00Z,2673.01,50.85,2559.93,15.08,6.486,3.9314,64.2469
2015-01-02T11:00:00Z,2643.3,56.42,2585.34,15.41,6.366,7.512,79.5833
2015-01-02T12:00:00Z,2626.13,44.58,2586.23,14.52,6.206,5.9615,67.8068
2015-01-02T13:00:00Z,2608.48,22.47,2560.67,14.7,5.953,1.7992,35.614
2015-01-02T14:00:00Z,2623.98,4.74,2531.21,14.66,5.645,0.1535,5.5917
2015-01-02T15:00:00Z,2805.18,0.07,2530.68,16.09,5.354,0.0,0.0
2015-01-02T16:00:00Z,3081.38,0.01,2573.55,25.1,5.09,0.0,0.0
2015-01-02T17:00:00Z,3019.5,0.01,2575.32,25.06,4.896,0.0,0.0
2015-01-02T18:00:00Z,2803.78,0.01,2507.28,18.34,4.761,0.0,0.0
2015-01-02T19:00:00Z,2542.67,0.01,2423.7,14.26,4.611,0.0,0.0
2015-01-02T20:00:00Z,2444.23,0.0,2502.58,12.22,4.387,0.0,0.0
2015-01-02T21:00:00Z,2251.22,0.0,2463.9,8.0,4.222,0.0,0.0
2015-01-02T22:00:00Z,2012.53,0.0,2357.11,-0.33,4.165,0.0,0.0
2015-01-02T23:00:00Z,1966.19,0.0,2354.34,-0.08,4.251,0.0,0.0
2015-01-03T00:00:00Z,1924.97,0.0,2364.93,-0.07,4.445,0.0,0.0
2015-01-03T01:00:00Z,1816.18,0.0,2368.52,-5.03,4.62,0.0,0.0
2015-01-03T02:00:00Z,1753.99,0.0,2252.85,0.01,4.714,0.0,0.0
2015-01-03T03:00:00Z,1736.09,0.0,2099.7,-0.04,4.713,0.0,0.0
2015-01-03T04:00:00Z,1777.67,0.01,2011.69,0.03,4.654,0.0,0.0
2015-01-03T05:00:00Z,1930.83,0.01,1918.95,-8.67,4.572,0.0,0.0
2015-01-03T06:00:00Z,2138.12,0.01,1893.86,4.46,4.536,0.0,0.0
2015-01-03T07:00:00Z,2293.36,0.03,1831.89,9.9,4.518,0.0075,0.3785
2015-01-03T08:00:00Z,2401.44,6.63,1792.16,14.29,4.567,0.4218,15.0003
2015-01-03T09:00:00Z,2455.5,34.15,1663.6,16.73,4.776,1.4035,38.5135
2015-01-03T10:00:00Z,2404.97,64.96,1576.72,22.31,4.996,2.5259,56.3261
2015-01-03T11:00:00Z,2347.82,64.81,1548.35,23.03,5.117,4.2884,69.061
2015-01-03T12:00:00Z,2332.07,53.48,1614.59,22.4,5.033,5.0414,65.8488
2015-01-03T13:00:00Z,2278.42,32.16,1580.66,27.07,4.712,1.9434,36.7673
2015-01-03T14:00:00Z,2243.28,7.52,1486.46,28.29,4.223,0.2503,7.0267
2015-01-03T15:00:00Z,2468.1,0.06,1387.39,28.6,3.759,0.0,0.0
2015-01-03T16:00:00Z,2778.25,0.01,1338.92,28.88,3.392,0.0,0.0
2015-01-03T17:00:00Z,2729.97,0.0,1336.38,28.78,3.162,0.0,0.0
2015-01-03T18:00:00Z,2463.65,0.01,1273.85,28.54,2.983,0.0,0.0
2015-01-03T19:00:00Z,2318.04,0.01,1307.2,28.34,2.855,0.0,0.0
2015-01-03T20:00:00Z,2161.07,0.0,1284.54,27.26,2.675,0.0,0.0
2015-01-03T21:00:00Z,2054.05,0.0,1317.13,27.7,2.53,0.0,0.0
2015-01-03T22:00:00Z,1950.17,0.0,1335.49,14.27,2.358,0.0,0.0
2015-01-03T23:00:00Z,1791.03,0.0,1299.08,9.32,2.184,0.0,0.0
2015-01-04T00:00:00Z,1727.49,0.0,1331.33,0.1,2.056,0.0,0.0
2015-01-04T01:00:00Z,1674.67,0.0,1362.27,0.1,2.028,0.0,0.0
2015-01-04T02:00:00Z,1661.32,0.0,1420.1,0.1,2.055,0.0,0.0
2015-01-04T03:00:00Z,1674.2,0.01,1415.62,0.11,2.124,0.0,0.0
2015-01-04T04:00:00Z,1680.28,0.0,1337.69,6.8,2.193,0.0,0.0
2015-01-04T05:00:00Z,1834.17,0.01,1294.47,14.95,2.249,0.0,0.0
2015-01-04T06:00:00Z,1962.42,0.0,1184.6,25.49,2.167,0.0,0.0
2015-01-04T07:00:00Z,2130.11,0.23,1229.9,26.28,2.004,0.0825,0.8101
2015-01-04T08:00:00Z,2277.43,12.76,1294.13,27.32,2.153,10.0105,29.0476
2015-01-04T09:00:00Z,2350.36,51.55,1373.17,27.56,2.647,47.768,57.8096
2015-01-04T10:00:00Z,2383.38,97.52,1478.61,27.32,3.168,76.3299,70.5302
2015-01-04T11:00:00Z,2321.57,114.77,1470.97,27.08,3.519,76.5341,75.8852
2015-01-04T12:00:00Z,2257.84,100.04,1263.42,26.33,3.598,52.4874,71.4119
2015-01-04T13:00:00Z,2227.22,55.39,958.81,27.42,3.344,19.882,49.9978
2015-01-04T14:00:00Z,2242.45,9.58,799.66,28.37,2.719,1.6938,10.5624
2015-01-04T15:00:00Z,2529.59,0.18,872.84,28.65,2.243,0.0,0.0
2015-01-04T16:00:00Z,2862.3,0.01,949.33,28.94,2.04,0.0,0.0
2015-01-04T17:00:00Z,2769.24,0.01,884.7,29.59,2.012,0.0,0.0
2015-01-04T18:00:00Z,2541.74,0.0,864.67,29.42,2.134,0.0,0.0
2015-01-04T19:00:00Z,2347.39,0.0,766.18,28.92,2.357,0.0,0.0
2015-01-04T20:00:00Z,2212.78,0.0,831.12,28.66,2.572,0.0,0.0
2015-01-04T21:00:00Z,1996.54,0.0,924.77,29.03,2.751,0.0,0.0
2015-01-04T22:00:00Z,1960.5,0.0,1159.67,27.68,2.943,0.0,0.0
2015-01-04T23:00:00Z,1910.59,0.0,1433.62,28.19,3.139,0.0,0.0
2015-01-05T00:00:00Z,1832.38,0.0,1485.81,28.15,3.395,0.0,0.0
2015-01-05T01:00:00Z,1743.95,0.0,1352.13,28.13,3.624,0.0,0.0
2015-01-05T02:00:00Z,1703.8,0.0,1008.56,28.05,3.841,0.0,0.0
2015-01-05T03:00:00Z,1744.67,0.01,757.98,28.04,3.998,0.0,0.0
2015-01-05T04:00:00Z,1950.59,0.01,674.48,27.01,4.081,0.0,0.0
2015-01-05T05:00:00Z,2419.24,0.01,595.49,27.6,4.095,0.0,0.0
2015-01-05T06:00:00Z,2921.68,0.01,498.21,33.62,4.011,0.0,0.0
2015-01-05T07:00:00Z,3071.27,0.02,388.67,38.15,3.838,0.0078,0.4549
2015-01-05T08:00:00Z,3077.47,2.83,316.38,41.51,3.898,0.4321,16.4718
2015-01-05T09:00:00Z,3117.46,14.63,230.32,40.46,4.218,1.2888,39.7871
2015-01-05T10:00:00Z,3098.92,24.41,149.6,40.97,4.437,1.9032,54.6006
2015-01-05T11:00:00Z,3025.64,24.65,123.25,40.72,4.511,1.7495,55.0577
2015-01-05T12:00:00Z,3053.77,16.49,118.28,41.92,4.427,0.9379,39.7489
2015-01-05T13:00:00Z,3028.09,8.55,116.48,42.0,4.194,0.3665,20.8929
2015-01-05T14:00:00Z,2957.59,1.64,309.2,43.1,3.847,0.0511,4.0119
2015-01-05T15:00:00Z,3069.24,0.02,82.57,46.7,3.56,0.0,0.0
2015-01-05T16:00:00Z,3291.25,0.01,61.02,56.78,3.284,0.0,0.0
2015-01-05T17:00:00Z,3099.15,0.01,58.81,58.84,3.029,0.0,0.0
2015-01-05T18:00:00Z,2883.73,0.0,87.29,49.23,2.811,0.0,0.0
2015-01-05T19:00:00Z,2672.47,0.01,103.57,44.32,2.624,0.0,0.0
2015-01-05T20:00:00Z,2464.44,0.0,101.54,35.86,2.557,0.0,0.0
2015-01-05T21:00:00Z,2251.89,0.0,92.28,32.56,2.581,0.0,0.0
2015-01-05T22:00:00Z,2049.55,0.0,106.8,30.03,2.597,0.0,0.0
2015-01-05T23:00:00Z,1914.3,0.0,114.17,30.02,2.652,0.0,0.0
2015-01-06T00:00:00Z,1856.72,0.0,141.77,29.81,2.749,0.0,0.0
2015-01-06T01:00:00Z,1843.69,0.0,183.73,29.41,2.849,0.0,0.0
2015-01-06T02:00:00Z,1832.04,0.0,223.99,27.89,2.93,0.0,0.0
2015-01-06T03:00:00Z,1885.67,0.01,284.23,27.89,3.042,0.0,0.0
2015-01-06T04:00:00Z,2043.31,0.01,337.92,28.01,3.127,0.0,0.0
2015-01-06T05:00:00Z,2479.9,0.01,440.96,29.67,3.169,0.0,0.0
2015-01-06T06:00:00Z,2947.9,0.01,551.45,30.03,3.182,0.0,0.0
2015-01-06T07:00:00Z,3135.81,0.01,662.34,30.5,3.159,0.0229,0.7806
2015-01-06T08:00:00Z,3093.61,0.65,740.26,30.35,3.255,0.6351,18.8421
2015-01-06T09:00:00Z,3138.22,3.67,777.4,30.53,3.426,1.6049,42.3777
2015-01-06T10:00:00Z,3142.97,6.83,922.63,29.91,3.559,2.5619,59.5481
2015-01-06T11:00:00Z,3103.9,7.84,1061.27,29.62,3.622,2.7531,63.3391
2015-01-06T12:00:00Z,3106.13,6.86,1091.3,29.58,3.594,1.8715,51.0397
2015-01-06T13:00:00Z,3049.06,3.95,1166.96,29.57,3.441,0.7182,27.6708
2015-01-06T14:00:00Z,2973.46,0.73,1171.74,29.62,3.187,0.0769,4.9294
2015-01-06T15:00:00Z,3076.92,0.01,1201.16,29.99,2.99,0.0,0.0
2015-01-06T16:00:00Z,3300.17,0.01,1277.71,29.65,2.795,0.0,0.0
2015-01-06T17:00:00Z,3097.96,0.0,1327.22,29.58,2.583,0.0,0.0
2015-01-06T18:00:00Z,2893.6,0.01,1382.23,29.0,2.363,0.0,0.0
2015-01-06T19:00:00Z,2697.46,0.01,1387.19,28.45,2.156,0.0,0.0
2015-01-06T20:00:00Z,2534.11,0.0,1376.0,28.15,1.969,0.0,0.0
2015-01-06T21:00:00Z,2325.39,0.0,1300.78,28.08,1.842,0.0,0.0
2015-01-06T22:00:00Z,2130.51,0.0,1209.41,26.97,1.756,0.0,0.0
2015-01-06T23:00:00Z,1994.18,0.0,1027.47,26.35,1.708,0.0,0.0
2015-01-07T00:00:00Z,1948.37,0.0,758.81,26.08,1.746,0.0,0.0
2015-01-07T01:00:00Z,1894.9,0.0,649.27,26.03,1.961,0.0,0.0
2015-01-07T02:00:00Z,1864.01,0.0,603.57,26.17,2.327,0.0,0.0
2015-01-07T03:00:00Z,1912.78,0.01,744.12,26.1,2.6,0.0,0.0
2015-01-07T04:00:00Z,2074.53,0.01,929.23,26.84,2.672,0.0,0.0
2015-01-07T05:00:00Z,2523.08,0.01,960.47,30.07,2.718,0.0,0.0
2015-01-07T06:00:00Z,3005.84,0.01,919.74,33.17,2.937,0.0,0.0
2015-01-07T07:00:00Z,3158.24,0.18,824.9,34.1,3.104,0.0109,0.4877
2015-01-07T08:00:00Z,3080.83,13.51,795.8,33.28,3.444,1.6213,23.8578
2015-01-07T09:00:00Z,3073.46,49.69,701.23,34.08,4.089,11.9323,65.2746
2015-01-07T10:00:00Z,3050.55,83.39,744.46,33.63,4.599,37.7881,90.6668
2015-01-07T11:00:00Z,2950.14,95.22,742.6,32.76,4.938,48.6508,93.7167
2015-01-07T12:00:00Z,2987.25,62.44,761.18,30.65,5.048,33.5517,83.3945
2015-01-07T13:00:00Z,2927.69,28.98,659.79,30.31,4.826,11.0467,53.8431
2015-01-07T14:00:00Z,2908.67,5.18,689.6,29.79,4.216,0.6114,10.1757
2015-01-07T15:00:00Z,3019.44,0.06,739.33,30.72,4.058,0.0,0.0001
2015-01-07T16:00:00Z,3248.31,0.01,953.6,29.56,4.236,0.0,0.0
2015-01-07T17:00:00Z,3096.78,0.01,1238.04,28.84,4.344,0.0,0.0
2015-01-07T18:00:00Z,2914.58,0.01,1522.47,28.2,4.403,0.0,0.0
2015-01-07T19:00:00Z,2738.59,0.01,1840.76,27.75,4.448,0.0,0.0
2015-01-07T20:00:00Z,2540.28,0.0,2059.85,27.42,4.495,0.0,0.0
2015-01-07T21:00:00Z,2355.15,0.0,2222.55,26.7,4.466,0.0,0.0
2015-01-07T22:00:00Z,2202.93,0.0,2336.75,22.11,4.397,0.0,0.0
2015-01-07T23:00:00Z,2073.34,0.0,2434.33,21.92,4.287,0.0,0.0
2015-01-08T00:00:00Z,2022.26,0.0,2525.82,19.35,4.104,0.0,0.0
2015-01-08T01:00:00Z,2018.69,0.0,2613.03,16.11,3.889,0.0,0.0
2015-01-08T02:00:00Z,2036.63,0.0,2632.08,14.93,3.64,0.0,0.0
2015-01-08T03:00:00Z,2074.15,0.01,2568.9,15.0,3.446,0.0,0.0
2015-01-08T04:00:00Z,2222.07,0.0,2437.81,19.04,3.534,0.0,0.0
2015-01-08T05:00:00Z,2615.99,0.01,2218.77,26.17,3.866,0.0,0.0
2015-01-08T06:00:00Z,3116.72,0.01,1999.22,29.41,4.294,0.0,0.0
2015-01-08T07:00:00Z,3235.92,0.01,1721.22,28.1,4.695,0.001,0.1303
2015-01-08T08:00:00Z,3183.59,1.85,1442.89,28.23,5.022,0.0845,7.7485
2015-01-08T09:00:00Z,3201.94,14.04,1209.25,28.35,5.322,0.5658,29.9186
2015-01-08T10:00:00Z,3146.44,24.61,1036.83,28.46,5.622,1.4495,51.6617
2015-01-08T11:00:00Z,3073.01,32.89,1165.13,28.46,5.806,1.6622,55.6645
2015-01-08T12:00:00Z,3062.74,22.1,1050.88,28.6,5.894,1.5535,50.9032
2015-01-08T13:00:00Z,2994.67,11.9,872.44,28.45,5.836,0.3778,22.1535
2015-01-08T14:00:00Z,2889.65,2.3,894.18,28.24,5.682,0.035,3.4128
2015-01-08T15:00:00Z,3039.34,0.03,1037.54,28.43,5.502,0.0,0.0001
2015-01-08T16:00:00Z,3229.16,0.0,1096.64,28.4,5.327,0.0,0.0
2015-01-08T17:00:00Z,3085.64,0.01,1256.6,27.98,5.157,0.0,0.0
2015-01-08T18:00:00Z,2887.78,0.01,1240.87,27.69,4.968,0.0,0.0
2015-01-08T19:00:00Z,2720.57,0.01,1365.27,27.46,4.725,0.0,0.0
2015-01-08T20:00:00Z,2616.01,0.0,1935.06,27.31,4.482,0.0,0.0
2015-01-08T21:00:00Z,2617.3,0.0,1977.97,26.71,4.274,0.0,0.0
2015-01-08T22:00:00Z,2617.3,0.0,1981.29,15.93,4.064,0.0,0.0
2015-01-08T23:00:00Z,2240.52,0.0,1776.4,11.55,3.954,0.0,0.0
2015-01-09T00:00:00Z,1983.7,0.0,1712.0,13.47,3.921,0.0,0.0
2015-01-09T01:00:00Z,1924.08,0.0,1507.19,11.23,3.975,0.0,0.0
2015-01-09T02:00:00Z,1951.0,0.0,1438.26,16.0,4.033,0.0,0.0
2015-01-09T03:00:00Z,1990.86,0.01,1483.8,16.26,4.096,0.0,0.0
2015-01-09T04:00:00Z,2125.45,0.01,1640.02,19.94,4.046,0.0,0.0
2015-01-09T05:00:00Z,2642.27,0.01,2012.25,24.36,3.853,0.0,0.0
2015-01-09T06:00:00Z,3080.44,0.01,2093.69,29.24,3.444,0.0,0.0
2015-01-09T07:00:00Z,3246.4,0.01,2033.53,27.45,3.31,0.0015,0.1927
2015-01-09T08:00:00Z,3215.21,2.47,2053.06,27.38,4.045,0.0483,5.4043
2015-01-09T09:00:00Z,3282.87,17.22,2215.83,27.33,5.117,0.2949,21.7621
2015-01-09T10:00:00Z,3200.25,29.0,2359.05,27.23,5.884,1.0016,44.8553
2015-01-09T11:00:00Z,3079.46,31.35,2381.13,27.15,5.683,1.7142,57.4683
2015-01-09T12:00:00Z,3027.47,22.54,2397.66,27.08,5.459,1.0732,44.0437
2015-01-09T13:00:00Z,2913.85,8.66,2405.7,27.03,5.389,0.4129,23.2628
2015-01-09T14:00:00Z,2879.04,2.33,2369.69,27.02,5.532,0.0862,5.766
2015-01-09T15:00:00Z,3025.74,0.04,2373.75,27.12,5.621,0.0,0.0006
2015-01-09T16:00:00Z,3244.8,0.0,2369.97,27.15,5.874,0.0,0.0
2015-01-09T17:00:00Z,3114.35,0.01,2380.98,27.1,5.869,0.0,0.0
2015-01-09T18:00:00Z,2822.53,0.01,2393.05,27.02,5.72,0.0,0.0
2015-01-09T19:00:00Z,2536.11,0.01,2208.16,26.96,5.466,0.0,0.0
2015-01-09T20:00:00Z,2340.71,0.0,1916.18,26.69,5.171,0.0,0.0
2015-01-09T21:00:00Z,2150.06,0.0,1488.1,21.64,4.917,0.0,0.0
2015-01-09T22:00:00Z,2028.54,0.0,1083.42,14.72,4.663,0.0,0.0
2015-01-09T23:00:00Z,1875.52,0.0,735.94,21.94,4.447,0.0,0.0
2015-01-10T00:00:00Z,1825.12,0.0,487.73,25.08,4.303,0.0,0.0
2015-01-10T01:00:00Z,1801.21,0.0,370.01,20.91,4.164,0.0,0.0
2015-01-10T02:00:00Z,1854.06,0.0,415.38,20.68,4.027,0.0,0.0
2015-01-10T03:00:00Z,1877.88,0.01,747.02,21.91,3.893,0.0,0.0
2015-01-10T04:00:00Z,1956.5,0.01,1321.49,12.28,3.855,0.0,0.0
2015-01-10T05:00:00Z,2074.0,0.01,1846.41,7.19,4.245,0.0,0.0
2015-01-10T06:00:00Z,2291.25,0.01,2179.86,9.31,5.094,0.0,0.0
2015-01-10T07:00:00Z,2476.03,0.01,2398.11,11.35,6.183,0.0005,0.0868
2015-01-10T08:00:00Z,2597.11,0.37,2571.71,15.87,7.286,0.0332,4.3971
2015-01-10T09:00:00Z,2681.91,2.32,2460.4,15.84,8.001,0.1014,11.934
2015-01-10T10:00:00Z,2738.18,6.35,2266.21,14.83,8.306,0.1428,16.2567
2015-01-10T11:00:00Z,2740.35,21.55,2138.49,15.83,8.368,0.2385,22.946
2015-01-10T12:00:00Z,2599.03,37.98,2146.8,14.85,8.06,0.4792,31.8139
2015-01-10T13:00:00Z,2559.92,22.13,2178.7,11.42,7.454,0.6677,30.1135
2015-01-10T14:00:00Z,2575.25,8.22,2132.26,11.34,6.505,0.1626,8.1847
2015-01-10T15:00:00Z,2762.88,0.27,1986.03,14.15,5.784,0.0,0.0014
2015-01-10T16:00:00Z,3010.13,0.01,1804.17,17.09,5.309,0.0,0.0
2015-01-10T17:00:00Z,2898.65,0.01,1679.98,18.87,5.101,0.0,0.0
2015-01-10T18:00:00Z,2678.28,0.01,1616.73,13.44,5.007,0.0,0.0
2015-01-10T19:00:00Z,2538.43,0.01,1410.61,15.82,4.836,0.0,0.0
2015-01-10T20:00:00Z,2403.56,0.0,1447.84,11.51,4.68,0.0,0.0
2015-01-10T21:00:00Z,2235.89,0.0,1563.67,11.81,4.575,0.0,0.0
2015-01-10T22:00:00Z,2128.15,0.0,1627.44,5.08,4.548,0.0,0.0
2015-01-10T23:00:00Z,2047.72,0.0,1713.07,0.05,4.486,0.0,0.0
2015-01-11T00:00:00Z,1909.42,0.0,1772.09,-2.06,4.385,0.0,0.0
2015-01-11T01:00:00Z,1843.66,0.0,1897.48,-4.11,4.243,0.0,0.0
2015-01-11T02:00:00Z,1810.63,0.0,1966.56,-5.06,4.081,0.0,0.0
2015-01-11T03:00:00Z,1821.06,0.0,1961.89,-4.12,3.938,0.0,0.0
2015-01-11T04:00:00Z,1850.08,0.01,1955.66,-0.74,3.809,0.0,0.0
2015-01-11T05:00:00Z,1923.65,0.01,1947.07,-0.09,3.701,0.0,0.0
2015-01-11T06:00:00Z,2072.45,0.01,2000.28,0.05,3.621,0.0,0.0
2015-01-11T07:00:00Z,2323.14,0.06,2079.34,0.11,3.581,0.0142,0.8427
2015-01-11T08:00:00Z,2421.91,6.48,2150.76,4.05,3.647,0.5107,18.7604
2015-01-11T09:00:00Z,2489.08,23.02,2223.2,5.61,3.849,2.1871,48.994
2015-01-11T10:00:00Z,2497.38,37.69,2250.59,9.91,4.028,4.4925,72.7467
2015-01-11T11:00:00Z,2503.98,43.68,2281.6,8.71,4.116,5.2331,78.7318
2015-01-11T12:00:00Z,2561.61,40.22,2356.37,0.11,4.096,3.5286,64.5617
2015-01-11T13:00:00Z,2543.38,24.61,2376.81,0.11,3.994,1.1349,34.2965
2015-01-11T14:00:00Z,2499.55,8.06,2317.18,0.15,3.908,0.1416,7.3023
2015-01-11T15:00:00Z,2694.04,0.23,2335.91,6.73,3.915,0.0,0.0016
2015-01-11T16:00:00Z,3039.21,0.01,2344.7,13.72,3.971,0.0,0.0
2015-01-11T17:00:00Z,2962.54,0.01,2275.36,12.44,4.016,0.0,0.0
2015-01-11T18:00:00Z,2683.94,0.01,2109.4,14.88,4.049,0.0,0.0
2015-01-11T19:00:00Z,2543.69,0.01,1871.48,9.63,4.015,0.0,0.0
2015-01-11T20:00:00Z,2372.01,0.0,1585.05,9.29,3.874,0.0,0.0
2015-01-11T21:00:00Z,2186.93,0.0,1252.51,10.18,3.581,0.0,0.0
2015-01-11T22:00:00Z,2016.29,0.0,923.56,0.12,3.347,0.0,0.0
2015-01-11T23:00:00Z,1913.18,0.0,1009.92,9.3,3.249,0.0,0.0
2015-01-12T00:00:00Z,1906.39,0.0,1442.74,2.87,3.372,0.0,0.0
2015-01-12T01:00:00Z,1859.4,0.0,1788.6,0.09,3.733,0.0,0.0
2015-01-12T02:00:00Z,1955.62,0.0,1838.65,0.1,4.281,0.0,0.0
2015-01-12T03:00:00Z,2046.53,0.01,1943.76,0.07,4.834,0.0,0.0
2015-01-12T04:00:00Z,2173.72,0.01,2066.68,0.11,5.266,0.0,0.0
2015-01-12T05:00:00Z,2551.86,0.0,2277.23,10.05,5.408,0.0,0.0
2015-01-12T06:00:00Z,3146.43,0.01,2338.11,17.03,5.488,0.0,0.0
2015-01-12T07:00:00Z,3303.3,0.01,2373.96,17.92,5.612,0.0016,0.244
2015-01-12T08:00:00Z,3295.71,0.97,2365.59,17.66,5.787,0.0573,6.8617
2015-01-12T09:00:00Z,3276.64,4.26,2433.16,17.66,5.962,0.1602,16.8571
2015-01-12T10:00:00Z,3283.65,6.86,2475.41,17.41,6.123,0.2063,21.7092
2015-01-12T11:00:00Z,3227.9,8.94,2557.67,15.43,6.21,0.1894,20.9085
2015-01-12T12:00:00Z,3160.81,8.17,2511.43,14.59,6.253,0.2042,21.1484
2015-01-12T13:00:00Z,3137.19,5.7,2547.61,6.63,6.361,0.1303,13.971
2015-01-12T14:00:00Z,3087.51,1.31,2572.54,0.15,6.593,0.0243,3.1754
2015-01-12T15:00:00Z,3165.0,0.03,2578.71,15.63,6.808,0.0,0.0003
2015-01-12T16:00:00Z,3352.97,0.01,2547.85,18.34,6.811,0.0,0.0
2015-01-12T17:00:00Z,3215.64,0.01,2467.73,17.86,6.685,0.0,0.0
2015-01-12T18:00:00Z,3031.89,0.0,2437.79,16.78,6.488,0.0,0.0
2015-01-12T19:00:00Z,2807.97,0.01,2292.29,15.68,6.15,0.0,0.0
2015-01-12T20:00:00Z,2602.21,0.0,2178.36,13.91,5.728,0.0,0.0
2015-01-12T21:00:00Z,2480.03,0.0,2197.99,14.91,5.392,0.0,0.0
2015-01-12T22:00:00Z,2266.84,0.0,2088.57,9.1,5.17,0.0,0.0
2015-01-12T23:00:00Z,2040.68,0.0,1805.41,9.27,4.946,0.0,0.0
2015-01-13T00:00:00Z,1934.4,0.0,1317.03,10.42,4.623,0.0,0.0
2015-01-13T01:00:00Z,1884.1,0.0,931.62,11.16,4.289,0.0,0.0
2015-01-13T02:00:00Z,1940.27,0.0,756.65,15.9,4.103,0.0,0.0
2015-01-13T03:00:00Z,1956.31,0.01,681.1,17.81,4.013,0.0,0.0
2015-01-13T04:00:00Z,2106.83,0.01,707.51,19.92,3.966,0.0,0.0
2015-01-13T05:00:00Z,2552.2,0.01,719.12,21.05,3.977,0.0,0.0
2015-01-13T06:00:00Z,3016.39,0.0,772.4,32.37,4.02,0.0,0.0
2015-01-13T07:00:00Z,3138.11,0.01,762.97,32.28,4.163,0.0042,0.4965
2015-01-13T08:00:00Z,3084.73,2.11,716.73,28.47,4.451,0.0692,7.4862
2015-01-13T09:00:00Z,3090.42,8.63,709.41,26.07,4.786,0.1232,13.5567
2015-01-13T10:00:00Z,2818.39,15.55,704.07,25.22,5.268,0.2007,20.4593
2015-01-13T11:00:00Z,2556.69,21.19,689.03,25.25,5.856,0.2652,24.7915
2015-01-13T12:00:00Z,2711.88,24.93,1101.42,24.91,6.213,0.3022,25.2589
2015-01-13T13:00:00Z,3185.44,15.18,1394.61,25.62,6.289,0.3741,23.628
2015-01-13T14:00:00Z,2966.39,8.65,1061.48,28.91,6.048,0.2449,10.6283
2015-01-13T15:00:00Z,3006.56,0.83,885.81,26.98,5.472,0.0003,0.012
2015-01-13T16:00:00Z,3291.58,0.01,698.22,27.12,4.741,0.0,0.0
